"CÓD. 
DEP.",DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,"GRUPO 
DE CULTIVO","SUBGRUPO 
DE CULTIVO",CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,AÑO,PERIODO,"Área Sembrada
(ha)","Área Cosechada
(ha)","Producción
(t)","Rendimiento
(t/ha)",ESTADO FISICO PRODUCCION,"NOMBRE 
CIENTIFICO",CICLO DE CULTIVO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,70,60,60,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,50,50,50,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20060,BOSCONIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,40,35,32,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20710,SAN ALBERTO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,35,30,30,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,1800,1720,2064,1.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,1500,1400,1400,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,1500,1420,1704,1.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20621,LA PAZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,1000,940,1692,1.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20032,ASTREA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,850,820,656,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,808,780,858,1.1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,800,730,730,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20013,AGUSTIN CODAZZI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,720,700,700,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20001,VALLEDUPAR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,700,630,630,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,600,580,580,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20238,EL COPEY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,580,545,436,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20570,PUEBLO BELLO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,510,460,368,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,400,375,375,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20750,SAN DIEGO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,392,372,335,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,380,362,290,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20787,TAMALAMEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,380,350,315,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,360,340,340,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,320,306,306,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20443,MANAURE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,290,270,243,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20175,CHIMICHAGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,215,183,146,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,183,164,164,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,56,50,35,0.7,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20060,BOSCONIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,40,35,28,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20710,SAN ALBERTO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,40,34,34,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20310,GONZALEZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017A,30,28,28,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,2200,2100,2730,1.3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,1800,1720,1720,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,1250,1180,1180,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20001,VALLEDUPAR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,1000,880,1056,1.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20621,LA PAZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,890,850,850,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,790,770,770,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,700,635,635,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20750,SAN DIEGO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,700,650,385,0.59,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20013,AGUSTIN CODAZZI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,600,560,560,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20032,ASTREA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,600,500,400,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20238,EL COPEY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,550,520,416,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20443,MANAURE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,510,450,540,1.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,450,430,430,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,450,430,430,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20570,PUEBLO BELLO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,400,375,300,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,400,370,370,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20787,TAMALAMEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,380,320,320,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,300,280,280,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,220,200,200,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20175,CHIMICHAGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,200,168,134,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,74,70,56,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20060,BOSCONIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,40,36,25,0.7,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,40,40,40,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20710,SAN ALBERTO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,35,32,32,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20310,GONZALEZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2017,2017B,20,20,20,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,1850,1850,3700,2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,1570,1570,3611,2.3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,1530,1530,1540,1.01,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20621,LA PAZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,1200,1200,1800,1.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20750,SAN DIEGO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,850,850,510,0.6,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,821,821,921,1.12,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,819,819,842,1.03,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20032,ASTREA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,800,800,640,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20013,AGUSTIN CODAZZI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,745,745,762,1.02,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20001,VALLEDUPAR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,704,704,722,1.03,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20238,EL COPEY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,595,595,485,0.81,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20570,PUEBLO BELLO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,517,517,419,0.81,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,500,500,750,1.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,450,450,450,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,404,404,406,1.01,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20787,TAMALAMEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,380,380,452,1.19,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,370,370,370,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20443,MANAURE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,300,300,450,1.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20175,CHIMICHAGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,250,250,250,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,187,187,187,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,180,180,180,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,57,57,40,0.7,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20060,BOSCONIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,42,42,34,0.81,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20710,SAN ALBERTO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,41,41,42,1.03,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20310,GONZALEZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2018,2018A,31,31,31,1.01,GRANO SECO,ZEA MAYS,TRANSITORIO
